wall_time,step,experience_generation/episode_rew
1729724044,55239,-114.79882
1729724044,55252,-104.39899
1729724053,55758,-176.49846
1729724056,55913,-139.79892
1729724059,55999,-157.09943
1729724060,56022,-166.09871
1729724064,56239,-116.99883
1729724065,56252,-128.99873
1729724072,56627,39.50036
1729724072,56668,59.20005
1729724074,56758,-168.49942
1729724077,56913,-100.59907
1729724080,56999,-129.02429
1729724080,57022,-97.29904
1729724085,57252,-113.09891
1729724093,57627,-99.99905
1729724094,57668,-99.99905
1729724096,57758,-102.59909
1729724099,57913,-98.99906
1729724101,57999,-109.02407
1729724102,58022,-99.99905
1729724107,58252,-132.69923
1729724114,58627,-99.99905
1729724115,58668,-100.29905
1729724117,58758,-99.99905
1729724120,58913,-116.499
1729724123,58999,-110.724
1729724124,59022,-99.49906
1729724130,59252,-100.09904
1729724138,59627,-130.79881
1729724139,59668,-98.99906
1729724141,59758,-191.99821
1729724144,59913,-196.69815
1729724146,59999,-123.17384
1729724147,60022,-100.79903
1729724152,60252,-185.39842
1729724159,60627,-195.49817
1729724160,60666,33.70038
1729724160,60668,-134.09897
1729724162,60758,-99.19905
1729724165,60913,-97.69905
1729724167,60999,-120.33238
1729724168,61022,-98.19907
1729724172,61252,-100.19905
1729724179,61627,-195.49826
1729724180,61666,-178.19867
1729724180,61668,-100.19904
1729724182,61758,-98.09908
1729724185,61913,-110.29903
1729724188,61999,-138.59895
1729724188,62022,-111.79902
1729724193,62252,-110.09898
1729724200,62627,-99.49905
1729724201,62666,-119.99895
1729724202,62668,-120.1991
1729724204,62758,-114.49892
1729724206,62913,-100.89902
1729724209,62999,-98.96572
1729724210,63022,-100.19904
1729724216,63252,-99.29906
1729724224,63627,-98.49908
1729724225,63666,-116.69897
1729724226,63668,-99.79906
1729724227,63758,-107.69901
1729724230,63913,-98.99908
1729724233,63999,-109.53233
1729724233,64022,-102.29903
1729724238,64252,-107.49902
1729724247,64627,-99.69906
1729724248,64666,-100.99905
1729724249,64668,-98.99906
1729724251,64758,-98.89906
1729724254,64913,-99.09907
1729724256,64999,-99.83239
1729724257,65022,-99.69906
1729724262,65252,-100.8991
1729724263,65330,68.49992
1729724269,65627,-99.99905
1729724270,65666,-99.09905
1729724270,65668,-99.59908
1729724272,65758,-104.59908
1729724275,65913,-101.89907
1729724277,65999,-99.09908
1729724278,66022,-101.59901
1729724282,66252,-114.99912
1729724284,66330,-107.69892
1729724290,66627,-101.29904
1729724291,66666,-103.6991
1729724291,66668,-112.49908
1729724293,66758,-157.3992
1729724296,66913,-100.79905
1729724298,66999,-101.74903
1729724299,67022,-104.19903
1729724303,67252,-153.90018
1729724305,67330,-98.99907
1729724311,67627,-99.59905
1729724312,67666,-153.10068
1729724312,67668,-134.99895
1729724314,67758,-115.89879
1729724317,67913,-98.19907
1729724320,67999,-102.09908
1729724320,68022,-98.99906
1729724325,68252,-134.79871
1729724327,68330,-125.29872
1729724329,68459,-7.19939
1729724333,68666,-142.79866
1729724334,68668,-182.89839
1729724336,68758,-98.49908
1729724339,68913,-107.69897
1729724341,68999,-170.84946
1729724342,69022,-189.09908
1729724346,69252,-196.5983
1729724348,69330,-175.09932
1729724350,69459,-116.39883
1729724355,69666,-120.79888
1729724355,69668,-148.0994
1729724357,69758,-106.89893
1729724360,69913,-97.39906
1729724362,69999,-111.29894
1729724363,70022,-150.29929
1729724368,70252,-99.39906
1729724369,70330,-107.29898
1729724371,70383,64.79992
1729724372,70459,-144.19888
1729724376,70666,-101.29905
1729724377,70668,-150.19933
1729724379,70758,-118.29901
1729724382,70913,-100.99905
1729724384,70999,-155.59863
1729724389,71252,-131.19913
1729724391,71330,-199.8981
1729724392,71383,-100.29904
1729724394,71459,-99.89906
1729724398,71666,-197.29819
1729724398,71668,-194.0983
1729724400,71758,-144.49857
1729724403,71913,-186.39838
1729724405,71999,-149.49863
1729724410,72252,-106.59904
1729724412,72330,-197.09818
1729724413,72383,-116.39907
1729724415,72459,-171.29849
1729724417,72545,17.00068
1729724419,72666,-159.79918
1729724419,72668,-186.99831
1729724424,72913,-104.69901
1729724426,72999,-112.94901
1729724428,73047,22.7006
1729724433,73330,-147.99922
1729724434,73383,-115.99896
1729724436,73459,-170.99907
1729724438,73545,-120.19892
1729724441,73666,-103.99905
1729724441,73668,-117.09901
1729724444,73824,8.40067
1729724445,73865,-8.89909
1729724448,73999,-149.10008
1729724449,74047,-100.69904
1729724452,74218,79.69997
1729724454,74263,28.60052
1729724454,74290,55.1001
1729724455,74330,-104.39895
1729724457,74383,-102.09901
1729724457,74387,-5.39892
1729724459,74478,91.60001
1729724463,74666,-99.69906
1729724463,74668,-101.39906
1729724465,74763,63.19993
1729724466,74799,87.39999
1729724467,74865,-104.89906
1729724468,74915,58.40004
1729724471,75047,-99.99905
1729724474,75218,-149.39857
1729724476,75263,-144.79874
1729724476,75290,-98.09908
1729724477,75330,-99.19904
1729724484,75668,-120.69883
1729724486,75763,-116.89899
1729724487,75799,-136.29858
1729724489,75865,-159.49883
1729724490,75915,-129.99892
1729724493,76047,-107.19897
1729724496,76218,-145.39929
1729724497,76263,-172.10051
1729724498,76290,-129.99889
1729724499,76330,-98.99905
1729724506,76668,-105.49895
1729724508,76763,-112.19899
1729724509,76799,-146.69917
1729724510,76865,-199.09813
1729724512,76915,-113.49901
1729724515,77047,-102.99901
1729724518,77218,-195.59816
1729724519,77263,-198.7981
1729724520,77290,-199.29811
1729724521,77330,-99.29906
1729724528,77668,-173.19853
1729724530,77763,-111.29893
1729724531,77799,-199.8981
1729724532,77865,-195.19817
1729724533,77915,-186.89868
1729724536,78047,-187.4984
1729724540,78218,-199.6981
1729724541,78263,-196.69815
1729724542,78290,-199.6981
1729724543,78330,-199.5981
1729724549,78668,-198.59811
1729724551,78763,-101.39903
1729724552,78799,-199.5981
1729724554,78865,-99.19906
1729724555,78915,-199.29811
1729724558,79047,-199.49811
1729724561,79218,-155.99921
1729724562,79263,-199.6981
1729724563,79290,-199.7981
1729724564,79330,-199.5981
1729724571,79668,-144.89944
1729724573,79763,-199.7981
1729724574,79799,-199.6981
1729724575,79865,-166.09917
1729724576,79915,-120.69904
1729724579,80047,-110.89902
1729724583,80218,-115.09911
1729724584,80263,-198.89812
1729724584,80290,-199.09811
1729724585,80330,-111.19903
1729724592,80668,-198.39812
1729724594,80763,-194.09821
1729724595,80799,-199.99809
1729724597,80865,-197.59813
1729724598,80915,-98.89908
1729724601,81047,-195.29846
1729724604,81218,-113.79902
1729724605,81263,-106.09895
1729724606,81290,-199.09811
1729724607,81330,-133.09904
1729724614,81668,-198.39822
1729724616,81763,-199.6981
1729724617,81799,-190.89824
1729724618,81865,-138.49969
1729724620,81915,-198.89812
1729724622,82047,-114.39882
1729724626,82218,-199.7981
1729724627,82263,-100.19907
1729724628,82290,-100.19907
1729724629,82330,-100.89907
1729724636,82668,-172.30049
1729724638,82763,-108.3992
1729724639,82799,-160.20102
1729724640,82865,-98.29906
1729724642,82915,-148.8
1729724644,83047,-135.19968
1729724647,83162,10.60079
1729724648,83218,-106.79903
1729724650,83290,-100.99905
1729724651,83330,-105.09896
1729724654,83505,53.70012
1729724658,83668,-98.69904
1729724660,83763,-99.99905
1729724661,83799,-100.09905
1729724663,83865,-99.09905
1729724664,83915,-98.99907
1729724669,84162,-98.49904
1729724671,84218,-99.59907
1729724672,84290,-109.79891
1729724673,84330,-98.29904
1729724677,84505,-98.49905
1729724680,84668,-99.39906
1729724682,84763,-100.19906
1729724683,84799,-100.49904
1729724685,84865,-102.49902
1729724686,84915,-98.89906
1729724691,85162,-99.69906
1729724692,85218,-99.19907
1729724694,85290,-108.09905
1729724695,85330,-108.29924
1729724698,85505,-98.39908
1729724702,85668,-98.39908
1729724703,85718,51.20015
1729724704,85763,-97.59904
1729724705,85799,-98.99905
1729724707,85865,-99.99905
1729724708,85915,-99.29906
1729724713,86162,-109.3989
1729724716,86290,-100.89906
1729724717,86330,-117.89889
1729724720,86505,-112.49896
1729724724,86668,-99.99905
1729724725,86718,-104.09896
1729724726,86763,-180.49841
1729724727,86799,-100.09904
1729724729,86865,-99.19905
1729724730,86915,-101.69904
1729724735,87162,-149.7989
1729724738,87290,-197.99814
1729724739,87330,-99.99905
1729724742,87468,25.70029
1729724743,87505,-194.09845
1729724746,87668,-180.59933
1729724747,87718,-169.29921
1729724748,87763,-189.29858
1729724749,87799,-176.19943
1729724752,87915,-98.39907
1729724757,88162,-133.29887
1729724760,88290,-115.99902
1729724761,88330,-101.79906
1729724763,88438,91.60001
1729724763,88468,-122.99902
1729724764,88505,-99.59908
1729724768,88668,-101.59908
1729724769,88718,-103.59901
1729724771,88763,-104.59909
1729724772,88799,-103.79899
1729724773,88888,51.70018
1729724774,88915,-101.09903
1729724779,89162,-98.29906
1729724782,89290,-97.99908
1729724786,89468,-100.19905
1729724786,89505,-117.99901
1729724790,89668,-101.29903
1729724791,89718,-117.49888
1729724792,89763,-113.89896
1729724793,89799,-103.99897
1729724795,89888,-103.89903
1729724796,89915,-103.89902
1729724801,90162,-107.69901
1729724802,90193,8.20081
1729724806,90388,6.40076
1729724807,90468,-99.19905
1729724811,90668,-111.19894
1729724813,90718,-111.7989
1729724814,90763,-198.89812
1729724814,90782,64.40001
1729724815,90799,-58.24907
1729724817,90915,-103.79907
1729724822,91162,-107.09911
1729724823,91193,-113.19913
1729724827,91388,-98.29907
1729724828,91395,12.60027
1729724834,91718,-174.89848
1729724835,91763,-107.69897
1729724836,91782,-100.39905
1729724837,91799,-134.94876
1729724839,91915,-126.09888
1729724844,92162,-127.19896
1729724845,92193,-100.39905
1729724849,92388,-129.2989
1729724849,92395,-101.09905
1729724856,92718,-100.99905
1729724857,92763,-158.8998
1729724858,92782,-198.59811
1729724858,92799,-174.59831
1729724861,92915,-99.99905
1729724866,93162,-196.4982
1729724867,93193,-189.29889
1729724871,93388,-155.29855
1729724871,93395,-132.29895
1729724877,93718,-127.19912
1729724878,93763,-160.49969
1729724879,93782,-120.49927
1729724880,93799,-154.84865
1729724882,93915,-180.79845
1729724887,94162,-132.39859
1729724888,94193,-158.89888
1729724892,94388,-183.19827
1729724893,94395,-160.89861
1729724899,94718,-171.99985
1729724900,94763,-100.89906
1729724901,94782,-197.39813
1729724902,94799,-145.19865
1729724904,94915,-161.70021
1729724910,95162,-196.79816
1729724911,95193,-196.29817
1729724915,95388,-195.39815
1729724915,95395,-100.39905
1729724916,95469,16.20046
1729724921,95718,-143.6993
1729724922,95763,-193.19818
1729724923,95782,-194.09819
1729724924,95799,-197.49814
1729724926,95915,-188.79872
1729724927,95971,77.49995
1729724931,96162,-155.89922
1729724932,96193,-191.19829
1729724936,96388,-161.99861
1729724936,96395,-188.69827
1729724938,96469,-196.19815
1729724943,96718,-100.59903
1729724944,96751,6.50057
1729724945,96782,-197.99812
1729724945,96799,-135.39905
1729724948,96915,-196.69815
1729724953,97162,-125.79893
1729724954,97193,-195.09818
1729724955,97230,56.1001
1729724958,97388,-101.59903
1729724958,97395,-101.89905
1729724960,97469,-111.099
1729724965,97718,-125.59888
1729724966,97751,-195.19817
1729724967,97799,-123.09897
1729724969,97904,14.5002
1729724970,97915,-196.89815
1729724973,98108,68.09991
1729724975,98162,-184.09837
1729724976,98193,-120.29897
1729724976,98230,-117.79883
1729724979,98377,67.89993
1729724980,98388,-104.19905
1729724982,98469,-103.99906
1729724984,98595,60.2
1729724987,98718,-197.59813
1729724987,98751,-197.39813
1729724991,98904,-193.99825
1729724991,98915,-135.09921
1729724996,99162,-149.49876
1729724998,99230,-106.49911
1729725001,99377,-155.40038
1729725001,99388,-105.59901
1729725003,99469,-157.49931
1729725006,99595,-104.59904
1729725008,99718,-112.59906
1729725009,99751,-100.59905
1729725012,99904,-119.09908
1729725013,99915,-106.49905
1729725018,100162,-160.29883
1729725019,100230,-142.69942
1729725023,100377,-108.49905
1729725023,100388,-109.09898
1729725025,100469,-99.99905
1729725027,100595,-150.79895
1729725030,100716,13.50077
1729725030,100718,-103.09905
1729725031,100751,-104.69897
1729725034,100904,-101.49903
1729725040,101162,-100.39905
1729725041,101230,-154.6996
1729725044,101377,-167.79883
1729725045,101388,-122.29895
1729725047,101469,-104.799
1729725049,101595,-130.69884
1729725052,101716,-109.19912
1729725052,101718,-166.19843
1729725053,101744,71.79994
1729725053,101751,-146.69864
1729725056,101904,-160.09863
1729725061,102162,-148.79861
1729725063,102230,-187.29831
1729725066,102377,-125.89865
1729725066,102388,-197.49814
1729725068,102500,88
1729725070,102595,-197.59814
1729725073,102716,-100.79903
1729725073,102718,-177.09883
1729725074,102744,-141.59897
1729725074,102751,-199.6981
1729725077,102904,-199.6981
1729725083,103162,-199.59811
1729725084,103230,-198.29813
1729725087,103381,77.69995
1729725087,103388,-193.99817
1729725090,103500,-123.99917
1729725092,103595,-99.59905
1729725094,103716,-197.89813
1729725095,103718,-192.09821
1729725095,103744,-199.7981
1729725096,103751,-186.39919
1729725099,103904,-199.1981
1729725102,104038,18.00064
1729725106,104230,-197.19814
1729725109,104388,-199.5981
1729725111,104500,-195.09818
1729725113,104595,-184.59837
1729725116,104716,-157.99915
1729725116,104718,-108.79904
1729725117,104744,-199.3981
1729725117,104751,-106.19905
1729725120,104904,-197.79817
1729725123,105038,-199.09811
1729725127,105230,-185.59938
1729725131,105388,-108.09898
1729725133,105500,-182.99899
1729725135,105595,-181.6991
1729725138,105716,-101.69904
1729725138,105718,-180.29857
1729725139,105744,-99.99905
1729725139,105751,-105.29908
1729725142,105904,-197.09814
1729725145,106038,-114.79893
1729725149,106230,-99.89906
1729725153,106388,-99.99905
1729725155,106500,-193.79819
1729725157,106595,-121.2989
1729725160,106716,-113.799
1729725160,106718,-145.09911
1729725161,106744,-101.19905
1729725161,106751,-106.49904
1729725165,106904,-100.89906
1729725167,107038,-175.29834
1729725171,107230,-99.99905
1729725175,107388,-104.79904
1729725177,107500,-172.99924
1729725179,107595,-130.69902
1729725182,107716,-152.69894
1729725182,107718,-98.89908
1729725183,107744,-103.09907
1729725183,107751,-100.79904
1729725186,107904,-109.69906
1729725189,108038,-109.19905
1729725191,108127,64.89998
1729725193,108230,-124.9987
1729725196,108388,-133.99907
1729725199,108500,-110.99903
1729725199,108509,-8.99914
1729725203,108708,31.00048
1729725203,108716,-100.09904
1729725204,108718,-111.79903
1729725204,108744,-98.09908
1729725208,108899,28.80038
1729725208,108904,-120.69888
1729725212,109069,3.50076
1729725218,109388,-105.19906
1729725220,109500,-117.69894
1729725221,109509,-183.69879
1729725225,109708,-115.49901
1729725225,109716,-138.69911
1729725225,109718,-98.99906
1729725226,109744,-100.69904
1729725229,109899,-177.29877
1729725230,109904,-110.59901
1729725233,110069,-173.89903
1729725239,110388,-105.89897
1729725242,110500,-122.599
1729725242,110509,-101.39903
1729725246,110708,-119.69893
1729725247,110716,-104.19897
1729725247,110718,-99.99905
1729725248,110744,-128.79887
1729725251,110899,-117.39881
1729725251,110904,-114.19901
1729725255,111069,-106.599
1729725261,111388,-107.39906
1729725264,111500,-111.89899
1729725264,111509,-138.09877
1729725265,111524,16.70065
1729725269,111716,-102.39899
1729725269,111718,-118.89903
1729725270,111744,-106.29906
1729725273,111899,-120.09908
1729725273,111904,-128.49902
1729725274,111949,74.09995
1729725275,111996,53.40015
1729725277,112069,-100.79905
1729725280,112218,75.99994
1729725283,112388,-99.49906
1729725285,112465,27.50056
1729725286,112509,-98.9991
1729725286,112524,-97.99908
1729725291,112744,-105.09908
1729725294,112899,-100.79904
1729725294,112904,-103.19901
1729725297,112996,-100.39906
1729725298,113069,-108.99894
1729725302,113218,-107.19899
1729725305,113388,-98.39909
1729725306,113417,8.80084
1729725307,113465,-100.49904
1729725307,113467,94.8
1729725308,113524,-106.39915
1729725313,113744,-98.09908
1729725316,113899,-99.19906
1729725316,113904,-100.19906
1729725318,113996,-98.99906
1729725320,114069,-99.99908
1729725323,114218,-14.19957
1729725326,114329,89.9
1729725327,114410,48.70014
1729725328,114417,-98.99906
1729725329,114465,-99.69904
1729725329,114467,-98.49908
1729725330,114524,-106.29913
1729725335,114744,-98.59908
1729725340,114996,-99.19906
1729725342,115069,-97.49906
1729725345,115218,-113.1991
1729725347,115329,-104.49899
1729725349,115410,-100.19904
1729725350,115417,-99.69906
1729725351,115465,-115.89893
1729725351,115467,-107.19907
1729725353,115524,-99.1991
1729725354,115586,90.60001
1729725357,115744,-142.50002
1729725362,115996,-97.59905
1729725364,116069,-100.19904
1729725367,116218,-97.59911
1729725369,116329,-122.59889
1729725371,116410,-98.39907
1729725371,116417,-100.49905
1729725373,116467,-98.49907
1729725373,116513,92.10001
1729725374,116524,-114.99889
1729725374,116540,51.30013
1729725375,116586,-102.89906
1729725379,116744,-105.79901
1729725384,116996,-100.69904
1729725387,117174,14.00039
1729725389,117218,-108.89906
1729725391,117329,-100.49902
1729725393,117417,-178.59894
1729725394,117467,-100.59904
1729725395,117513,-168.99863
1729725396,117524,-99.09905
1729725397,117586,-99.39906
1729725400,117744,-105.29897
1729725404,117915,35.90015
1729725405,117996,-185.19827
1729725407,118056,6.50092
1729725410,118218,-115.89901
1729725412,118329,-194.29825
1729725414,118417,-188.99844
1729725416,118513,-111.79898
1729725417,118524,-106.99901
1729725418,118586,-102.39902
1729725422,118744,-138.09882
1729725425,118915,-103.69906
1729725427,118996,-125.89891
1729725429,119056,-120.19892
1729725429,119080,94.4
1729725431,119175,-7.49946
1729725432,119218,-138.69945
1729725434,119329,-189.89828
1729725436,119417,-100.19907
1729725438,119467,5.60089
1729725439,119513,-187.29871
1729725443,119744,-126.69865
1729725447,119915,-105.09895
1729725449,120001,8.3003
1729725450,120056,-99.79903
1729725451,120080,-183.59882
1729725453,120175,-99.19907
1729725454,120218,-100.39904
1729725455,120279,60.00003
1729725456,120329,-110.79906
1729725458,120417,-104.59911
1729725460,120467,-119.59921
1729725465,120744,-111.69894
1729725468,120872,8.90078
1729725472,121056,-103.89899
1729725472,121080,-133.39902
1729725475,121175,-99.19905
1729725476,121218,-100.39906
1729725477,121279,-173.89853
1729725478,121329,-101.29905
1729725479,121345,-29.19923
1729725481,121441,91.7
1729725481,121467,-108.49911
1729725487,121744,-100.19907
1729725490,121872,-103.29906
1729725492,121973,22.60038
1729725494,122056,-153.69841
1729725495,122080,-104.49906
1729725495,122082,-23.09901
1729725497,122175,-99.39906
1729725499,122279,-101.79904
1729725502,122441,-103.09899
1729725503,122467,-113.79893
1729725509,122744,-100.99905
1729725511,122872,-101.29903
1729725514,122973,-107.69902
1729725515,123056,-103.69912
1729725516,123080,-101.79901
1729725516,123082,-98.79905
1729725518,123175,-99.29907
1729725520,123272,92.7
1729725521,123279,-108.49911
1729725524,123441,-98.89906
1729725525,123467,-109.79907
1729725530,123744,-99.09906
1729725533,123872,-117.49902
1729725535,123973,-99.29907
1729725536,124006,99.5
1729725537,124056,-99.59904
1729725538,124080,-101.59904
1729725539,124082,-99.79907
1729725542,124264,75.29993
1729725543,124272,-103.99908
1729725543,124279,-132.69875
1729725546,124441,-115.09895
1729725547,124467,-104.49906
1729725551,124674,52.60012
1729725553,124744,-100.59904
1729725555,124872,-99.39906
1729725559,125056,-98.99906
1729725559,125063,59.90004
1729725560,125080,-105.29906
1729725560,125082,-126.19889
1729725564,125272,-101.49902
1729725565,125279,-99.89907
1729725565,125286,82.09997
1729725565,125287,80.29996
1729725568,125441,-109.59896
1729725569,125467,-100.99905
1729725574,125744,-101.19908
1729725577,125872,-107.99903
1729725581,126056,-100.39906
1729725581,126058,42.40033
1729725582,126080,-133.29855
1729725586,126272,-108.4989
1729725586,126279,-98.99904
1729725587,126286,-178.59853
1729725587,126287,-147.39868
1729725590,126441,-148.59891
1729725596,126744,-185.39832
1729725599,126867,46.49999
1729725599,126872,-166.99886
1729725603,127056,-141.09874
1729725603,127058,-172.79842
1729725604,127080,-151.09895
1729725608,127272,-112.89893
1729725608,127279,-114.19904
1729725609,127286,-99.79906
1729725609,127287,-101.19904
1729725612,127448,86.19997
1729725618,127744,-171.99915
1729725620,127867,-104.39902
1729725621,127872,-103.19905
1729725624,128027,8.20082
1729725625,128056,-122.59869
1729725625,128058,-138.09892
1729725629,128272,-135.59911
1729725630,128279,-97.49908
1729725630,128286,-112.79899
1729725632,128369,57.70001
1729725633,128448,-148.69879
1729725639,128733,73.29993
1729725639,128744,-131.59926
1729725642,128867,-147.99861
1729725642,128872,-106.59892
1729725646,129056,-121.59908
1729725646,129058,-148.10043
1729725651,129272,-105.799
1729725651,129279,-98.79907
1729725651,129286,-98.6991
1729725653,129369,-145.09889
1729725657,129558,-18.39912
1729725659,129676,21.00068
1729725661,129733,-189.19846
1729725663,129845,83.9
1729725664,129872,-164.09856
1729725667,130056,-107.89901
1729725668,130058,-138.79906
1729725672,130272,-117.39902
1729725672,130279,-197.89813
1729725673,130286,-125.59896
1729725674,130362,93.10001
1729725675,130369,-111.59895
1729725679,130558,-197.69814
1729725681,130676,-102.19905
1729725682,130723,65.59995
1729725685,130845,-126.89905
1729725686,130872,-199.99809
1729725690,131056,-110.69904
1729725690,131058,-100.19905
1729725694,131272,-103.599
1729725695,131279,-104.49903
1729725696,131362,-105.19905
